cohort,rcdts,school_name,district,city,county,district_type,district_size,school_type,grades_served,percent_student_enrollment_white,percent_student_enrollment_black_or_african_american,percent_student_enrollment_hispanic_or_latino,percent_student_enrollment_asian,percent_student_enrollment_native_hawaiian_or_other_pacific_islander,percent_student_enrollment_american_indian_or_alaska_native,percent_student_enrollment_two_or_more_races,number_student_enrollment,total_number_of_school_days,student_attendance_rate,student_chronic_truancy_rate,high_school_dropout_rate_total,high_school_4_year_graduation_rate_total,high_school_5_year_graduation_rate_total,avg_class_size_high_school,pupil_teacher_ratio_high_school,teacher_retention_rate,percent_graduates_enrolled_in_a_postsecondary_institution_within_16_months,percent_graduates_enrolled_in_a_postsecondary_institution_within_12_months,percent_9th_grade_on_track,number_students_who_took_ap_classes_grade_10_total,number_students_who_took_ap_classes_grade_11_total,number_students_who_took_ap_classes_grade_12_total
2015,540920110260005,Hoopeston Area High School       ,Hoopeston Area CUSD 11           ,Hoopeston        ,Vermilion  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,83.8,0.5,14.9,0.0,0.3,0.3,0.3,388,174,91.9,4.6,4.1,65.3,72.1,14.5,14.7,93.8,59.9,27.2,68.4,,,
2015,540920120260001,Jamaica High School              ,Jamaica CUSD 12                  ,Sidell           ,Vermilion  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.3,0.0,1.7,0.0,0.0,0.0,0.0,120,174,94.1,0,1.7,81.8,77.1,11.6,15.7,80.8,70.0,70.0,86.2,,,
2015,540920760260001,Oakwood High School              ,Oakwood CUSD 76                  ,Fithian          ,Vermilion  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,89.6,1.3,5.7,0.7,0.0,0.0,2.7,299,174,93.6,6.4,1.7,81.2,87.8,15.4,16.0,63.2,68.8,67.5,87.0,,,
2015,540921180240022,Danville High School             ,Danville CCSD 118                ,Danville         ,Vermilion  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,47.6,37.7,8.2,1.3,0.0,0.6,4.6,1564,174,89.0,10.4,7.2,71.2,75.2,21.2,17.5,81.5,58.5,54.3,80.6,,,
2015,540922250170001,Armstrong High School            ,Armstrong Twp HSD 225            ,Armstrong        ,Vermilion  ,HIGH SCHOOL,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.7,0.9,0.0,0.0,0.0,0.0,3.4,116,174,94.6,1.8,4.3,91.3,81.8,8.7,7.4,88.9,54.8,54.8,87.9,,,
2015,56099200U260001,Beecher High School              ,Beecher CUSD 200U                ,Beecher          ,Will       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,81.9,1.1,14.8,0.8,0.0,0.5,0.8,365,176,95.6,16.9,0.3,98.0,96.4,17.6,21.4,76.4,78.8,76.8,88.4,,,
2015,56099201U260001,Crete-Monee High School          ,Crete Monee CUSD 201U            ,Crete            ,Will       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,22.7,62.2,9.7,0.7,0.1,0.3,4.3,1654,175,86.4,8.6,2.2,81.9,90.8,20.6,24.5,85.2,59.7,55.5,80.1,,,
2015,560992020220001,Plainfield High School           ,Plainfield SD 202                ,Plainfield       ,Will       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,62.9,7.5,23.8,3.3,0.1,0.2,2.2,2057,175,92.8,6.1,1.8,89.8,92.4,22.6,23.3,90.0,69.9,65.1,91.7,,,
2015,560992020220002,Plainfield South High School     ,Plainfield SD 202                ,Plainfield       ,Will       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,58.2,9.5,26.4,3.0,0.0,0.3,2.6,2653,175,91.5,3.7,1.2,91.2,90.3,23.3,23.3,87.7,75.8,71.6,93.5,,,
2015,560992020220003,Plainfield North High School     ,Plainfield SD 202                ,Plainfield       ,Will       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,68.1,7.0,14.6,5.6,0.7,0.6,3.3,2273,175,93.5,1.3,0.8,95.8,97.3,23.2,23.3,86.5,82.9,81.1,95.8,,,
2015,560992020220004,Plainfield East High School      ,Plainfield SD 202                ,Plainfield       ,Will       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,43.2,17.7,27.2,7.9,0.2,0.6,3.2,2163,175,93.1,3.8,0.7,94.9,95.8,21.5,23.3,84.3,79.8,77.0,96.2,,,
2015,560992040170001,Joliet Central High School       ,Joliet Twp HSD 204               ,Joliet           ,Will       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,18.3,23.0,55.1,0.4,0.0,0.3,2.9,3222,176,91.2,19.4,3.5,71.9,74.6,24.0,25.6,93.4,54.5,48.4,74.2,,,
2015,560992040170003,Joliet West High School          ,Joliet Twp HSD 204               ,Joliet           ,Will       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,35.5,25.5,33.9,1.5,0.0,0.2,3.3,3205,176,92.0,9,2.8,84.9,84.9,25.1,25.6,93.5,70.1,65.0,82.0,,,
2015,560992050170001,Lockport Township High Sch East  ,Lockport Twp HSD 205             ,Lockport         ,Will       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,74.9,6.0,15.9,1.1,0.0,0.2,1.9,3670,176,94.2,3.7,0.8,92.5,91.4,22.1,21.5,92.0,82.3,79.6,82.7,,,
2015,56099207U260001,Peotone High School              ,Peotone CUSD 207U                ,Peotone          ,Will       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,87.7,1.2,8.2,1.2,0.3,0.0,1.4,585,175,94.7,0.2,0.9,90.3,92.5,17.9,18.3,89.4,75.9,72.3,89.8,,,
2015,56099209U260001,Wilmington High School           ,Wilmington CUSD 209U             ,Wilmington       ,Will       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,92.9,0.6,2.7,0.2,0.0,0.4,3.1,480,176,94.1,2.4,0.6,89.7,89.8,23.2,17.3,82.1,69.5,58.5,87.1,,,
2015,560992100160001,Lincoln-Way Central High School  ,Lincoln Way CHSD 210             ,New Lenox        ,Will       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,86.9,1.1,3.9,0.5,0.0,0.2,7.4,1900,175,93.5,0.2,0.5,95.5,95.8,22.4,20.4,77.2,76.7,73.8,96.8,,,
2015,560992100160002,Lincoln-Way East High School     ,Lincoln Way CHSD 210             ,Frankfort        ,Will       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,84.4,3.7,4.8,1.9,0.0,0.1,5.1,2182,175,94.8,0.1,0.4,96.0,96.4,21.7,20.4,78.5,87.8,86.3,96.2,,,
2015,560992100160003,Lincoln-Way North High School    ,Lincoln Way CHSD 210             ,Frankfort        ,Will       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,80.2,5.1,7.1,3.4,0.0,0.6,3.6,1740,175,94.2,0,0.2,93.0,98.7,22.1,20.4,78.2,83.5,80.1,94.4,,,
2015,560992100160004,Lincoln Way West                 ,Lincoln Way CHSD 210             ,New Lenox        ,Will       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,86.2,1.5,3.7,0.8,0.1,0.3,7.4,1304,175,94.1,0.5,0.1,96.3,94.5,20.9,20.4,77.9,77.8,75.7,94.5,,,
2015,56099255U260001,Reed-Custer High School          ,Reed Custer CUSD 255U            ,Braidwood        ,Will       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,91.0,1.2,4.5,0.2,0.0,0.0,3.1,513,174,95.2,3.2,1.9,84.8,96.5,17.6,15.0,91.4,27.5,26.1,82.0,,,
2015,56099365U260007,Bolingbrook High School          ,Valley View CUSD 365U            ,Bolingbrook      ,Will       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,21.8,29.3,37.1,7.4,0.3,0.4,3.6,3653,175,88.1,35,2.0,78.2,86.9,19.2,20.5,87.8,66.3,62.1,80.3,,,
2015,56099365U260008,Romeoville High School           ,Valley View CUSD 365U            ,Romeoville       ,Will       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,37.3,14.5,40.3,5.0,0.1,0.3,2.6,1894,175,91.9,19.3,1.6,88.5,89.8,18.3,20.5,86.5,63.8,59.0,93.2,,,
2016,10010010260001,Seymour High School              ,Payson CUSD 1                    ,Payson           ,Adams      ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,96.9,0.4,0.0,0.0,0.4,0.0,2.2,224,174,95.9,2.3,1.4,79.4,92.9,10.4,8.4,82.1,65.0,65.0,77.8,0.0,0.0,0.0
2016,10010020260001,Liberty High School              ,Liberty CUSD 2                   ,Liberty          ,Adams      ,UNIT       ,MEDIUM,HIGH SCHOOL,7 8 9 10 11 12                 ,98.2,0.4,0.4,0.0,0.0,0.4,0.7,285,176,95.6,1.5,0.5,95.8,94.1,22.6,16.7,76.8,77.3,70.5,97.9,0.0,0.0,0.0
2016,10010030260001,Central High School              ,Central CUSD 3                   ,Camp Point       ,Adams      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,96.7,0.0,0.0,0.0,0.7,0.0,2.6,269,175,92.9,11.2,1.1,91.8,92.2,15.6,13.7,77.4,76.7,70.0,94.3,0.0,0.0,0.0
2016,10010040260001,Unity High School                ,CUSD 4                           ,Mendon           ,Adams      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.3,0.0,1.3,0.0,0.0,0.0,0.4,234,174,94.7,0.9,0.0,94.2,88.6,11.8,15.6,80.3,63.6,60.0,84.4,0.0,0.0,21.0
2016,10011720220003,Quincy Sr High School            ,Quincy SD 172                    ,Quincy           ,Adams      ,UNIT       ,LARGE ,HIGH SCHOOL,10 11 12                       ,86.3,6.8,1.7,0.8,0.0,0.2,4.2,1091,176,90.8,15.4,3.7,87.5,89.8,20.1,26.4,79.6,62.2,57.1,,144.0,161.0,157.0
2016,10050010260001,Brown County High School         ,Brown County CUSD 1              ,Mount Sterling   ,Brown      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.5,0.0,1.5,0.5,0.0,0.5,2.0,199,174,95.2,2.8,2.5,93.6,88.5,13.2,11.7,79.2,62.0,60.0,95.5,0.0,0.0,0.0
2016,10090150260007,Beardstown Jr/Sr High School     ,Beardstown CUSD 15               ,Beardstown       ,Cass       ,UNIT       ,MEDIUM,HIGH SCHOOL,5 6 7 8 9 10 11 12             ,42.1,7.7,47.6,0.4,0.0,0.0,2.1,891,174,95.6,6.6,0.7,87.2,92.9,19.4,15.5,78.1,54.5,49.1,84.7,21.0,24.0,41.0
2016,10090640260003,Virginia Jr/ Sr High School      ,Virginia CUSD 64                 ,Virginia         ,Cass       ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,99.3,0.0,0.0,0.0,0.0,0.0,0.7,143,175,95.7,15.1,0.0,94.1,70.8,7.4,5.3,57.7,60.9,60.9,88.2,0.0,0.0,7.0
2016,10092620260002,A-C Central High School          ,A-C Central CUSD 262             ,Ashland          ,Cass       ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,92.6,3.7,3.0,0.0,0.0,0.7,0.0,135,174,93.5,4.7,2.2,94.1,87.1,16.0,9.8,73.0,74.2,71.0,96.6,0.0,0.0,10.0
2016,10690010260001,Franklin Jr/Sr High School       ,Franklin CUSD 1                  ,Franklin         ,Morgan     ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,94.6,0.0,0.7,0.0,0.0,0.7,4.1,147,175,94.9,2.3,5.1,87.5,94.4,11.4,7.0,87.5,52.4,52.4,93.3,0.0,0.0,0.0
2016,10690060260001,Waverly High School              ,Waverly CUSD 6                   ,Waverly          ,Morgan     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,99.1,0.9,0.0,0.0,0.0,0.0,0.0,112,175,93.7,12.5,0.9,100.0,95.5,11.2,11.5,93.1,73.1,69.2,80.6,0.0,0.0,3.0
2016,10690110260001,Meredosia-Chambersburg High Sch  ,Meredosia-Chambersburg CUSD 11   ,Meredosia        ,Morgan     ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,100.0,0.0,0.0,0.0,0.0,0.0,0.0,52,174,91.3,15.0,0.0,69.2,86.4,7.7,5.5,66.7,81.8,72.7,91.7,0.0,0.0,0.0
2016,10690270260001,Triopia Jr-Sr High School        ,Triopia CUSD 27                  ,Concord          ,Morgan     ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,94.1,0.0,2.0,0.0,0.0,0.7,3.3,153,176,95.1,2.6,0.0,96.6,97.6,13.4,6.9,83.7,71.0,71.0,96.6,0.0,0.0,0.0
2016,10691170220014,Jacksonville High School         ,Jacksonville SD 117              ,Jacksonville     ,Morgan     ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,83.3,6.3,2.9,1.1,0.0,0.2,6.1,1026,180,92.6,49.6,2.8,78.1,78.1,20.6,16.2,83.8,54.9,51.5,78.2,0.0,52.0,41.0
2016,10750030260002,Pleasant Hill High School        ,Pleasant Hill CUSD 3             ,Pleasant Hill    ,Pike       ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.9,1.1,0.0,0.0,0.0,0.0,0.0,89,174,92.1,10.5,8.0,75.0,75.9,10.6,8.8,85.7,65.0,65.0,83.3,0.0,0.0,0.0
2016,10750040260002,Griggsville-Perry High School    ,Griggsville-Perry CUSD 4         ,Griggsville      ,Pike       ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.0,0.0,0.0,0.0,0.0,0.0,2.0,101,175,96.5,1.0,2.0,78.9,87.0,11.5,10.0,69.7,73.3,73.3,100.0,0.0,0.0,0.0
2016,10750100260009,Pittsfield High School           ,Pikeland CUSD 10                 ,Pittsfield       ,Pike       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,98.0,0.9,0.3,0.6,0.0,0.3,0.0,343,174,92.1,7.1,5.5,88.2,78.4,18.0,10.1,72.1,68.1,62.3,94.7,0.0,0.0,0.0
2016,10750120260001,Western High School              ,Western CUSD 12                  ,Barry            ,Pike       ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.6,0.0,2.0,0.7,0.0,0.0,2.7,149,178,92.3,6.8,2.7,84.4,75.6,13.9,12.1,69.2,64.9,64.9,90.2,0.0,8.0,7.0
2016,10860010260001,Winchester High School           ,Winchester CUSD 1                ,Winchester       ,Scott      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.2,0.0,0.0,0.5,0.0,0.0,2.3,214,175,93.9,4.7,4.2,92.6,84.1,10.1,12.4,84.1,60.0,60.0,88.2,0.0,0.0,0.0
2016,10860020260001,Bluffs High School               ,Scott-Morgan CUSD 2              ,Bluffs           ,Scott      ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.6,0.0,1.5,0.0,0.0,0.0,2.9,68,175,93.2,4.7,1.5,94.4,100.0,10.0,9.3,47.6,50.0,44.4,66.7,0.0,0.0,1.0
2016,30030010260001,Mulberry Grove Sr High School    ,Mulberry Grove CUSD 1            ,Mulberry Grove   ,Bond       ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,91.3,6.1,1.7,0.0,0.0,0.0,0.9,115,174,94.0,0.0,2.6,89.7,87.8,11.1,11.2,80.6,58.3,58.3,80.0,0.0,0.0,0.0
2016,30030020260001,Bond Cty Comm Unit 2 High School ,Bond County CUSD 2               ,Greenville       ,Bond       ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,90.8,3.3,2.6,0.4,0.2,0.4,2.4,545,176,95.2,1.6,1.7,88.1,88.2,21.8,20.2,92.7,73.2,68.5,85.9,1.0,23.0,33.0
2016,30110010260002,Morrisonville High School        ,Morrisonville CUSD 1             ,Morrisonville    ,Christian  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,98.9,0.0,0.0,0.0,0.0,0.0,1.1,88,175,93.3,6.9,0.0,95.0,96.2,10.2,7.2,78.6,68.2,63.6,96.3,0.0,0.0,0.0
2016,30110030260006,Taylorville Sr High School       ,Taylorville CUSD 3               ,Taylorville      ,Christian  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,95.6,0.6,1.1,0.3,0.0,0.1,2.3,798,174,92.0,2.3,2.3,87.3,91.5,16.9,20.6,86.1,68.0,63.0,80.9,0.0,0.0,22.0
2016,30110040260002,Edinburg High School             ,Edinburg CUSD 4                  ,Edinburg         ,Christian  ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.8,0.0,0.0,0.0,0.0,0.0,3.2,93,175,94.2,3.5,0.0,87.0,78.9,10.1,14.0,52.6,50.0,40.0,100.0,0.0,0.0,0.0
2016,30110080260006,Pana Sr High School              ,Pana CUSD 8                      ,Pana             ,Christian  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.4,0.0,0.7,0.5,0.0,0.0,1.4,426,176,94.0,4.0,1.2,88.3,94.1,17.1,18.5,83.5,65.9,61.5,90.6,0.0,0.0,0.0
2016,30110140240001,South Fork Jr Sr High School     ,South Fork SD 14                 ,Kincaid          ,Christian  ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,96.0,0.6,1.2,0.6,0.0,0.0,1.7,173,174,94.6,7.7,4.2,53.3,92.1,12.0,6.8,86.7,48.3,44.8,75.0,0.0,0.0,0.0
2016,30250100260001,Altamont High School             ,Altamont CUSD 10                 ,Altamont         ,Effingham  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,97.2,0.7,0.7,0.7,0.0,0.4,0.4,284,174,94.4,3.6,0.7,88.6,87.7,18.7,13.7,89.1,67.6,66.2,89.9,0.0,0.0,0.0
2016,30250200260001,Beecher City Jr-Sr High School   ,Beecher City CUSD 20             ,Beecher City     ,Effingham  ,UNIT       ,SMALL ,HIGH SCHOOL,6 7 8 9 10 11 12               ,98.3,0.0,1.1,0.0,0.6,0.0,0.0,178,175,96.3,6.7,1.8,94.1,94.7,9.4,8.4,93.2,63.0,63.0,94.7,0.0,0.0,0.0
2016,30250300260001,Dieterich Jr/Sr High School      ,Dieterich CUSD 30                ,Dieterich        ,Effingham  ,UNIT       ,SMALL ,HIGH SCHOOL,7 8 9 10 11 12                 ,98.9,0.0,0.0,1.1,0.0,0.0,0.0,180,175,96.6,0.0,0.8,89.2,97.3,13.4,7.6,89.4,73.5,70.6,93.1,0.0,0.0,0.0
2016,30250400260001,Effingham High School            ,Effingham CUSD 40                ,Effingham        ,Effingham  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,95.0,0.4,2.3,0.5,0.0,0.0,1.8,777,175,96.3,0.2,1.8,85.7,86.7,18.1,19.2,91.0,67.0,60.2,85.4,0.0,0.0,0.0
2016,30250500260001,Teutopolis High School           ,Teutopolis CUSD 50               ,Teutopolis       ,Effingham  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,100.0,0.0,0.0,0.0,0.0,0.0,0.0,346,175,97.8,0.0,0.0,100.0,98.1,16.2,18.0,88.1,46.1,44.8,96.7,0.0,0.0,0.0
2016,30262010260003,Brownstown High School           ,Brownstown CUSD 201              ,Brownstown       ,Fayette    ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,95.1,0.0,2.0,1.0,1.0,0.0,1.0,102,174,94.5,2.7,2.9,66.7,70.0,12.8,15.6,81.5,74.2,74.2,86.4,0.0,0.0,0.0
2016,30262020260002,St Elmo Sr High School           ,St Elmo CUSD 202                 ,Saint Elmo       ,Fayette    ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,97.7,0.0,1.5,0.0,0.0,0.0,0.8,131,174,93.8,5.7,1.5,85.4,82.9,12.0,12.5,89.7,37.0,37.0,89.3,0.0,0.0,0.0
2016,30262030260001,Vandalia Community High School   ,Vandalia CUSD 203                ,Vandalia         ,Fayette    ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.2,0.9,1.7,0.2,0.2,0.4,2.4,465,174,94.1,2.1,1.5,82.5,82.8,15.8,18.9,84.3,61.7,55.3,78.8,0.0,0.0,0.0
2016,30262040260002,Ramsey High School               ,Ramsey CUSD 204                  ,Ramsey           ,Fayette    ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,96.2,0.8,0.8,0.8,0.0,0.0,1.5,131,174,95.3,3.1,1.5,76.7,76.9,10.8,11.8,84.8,56.7,53.3,78.1,0.0,0.0,0.0
2016,30680020260001,Lincolnwood High School          ,Panhandle CUSD 2                 ,Raymond          ,Montgomery ,UNIT       ,SMALL ,HIGH SCHOOL,9 10 11 12                     ,94.5,2.1,0.7,0.0,0.0,1.4,1.4,145,175,92.9,11.9,6.2,86.1,79.5,14.8,13.3,81.3,71.4,68.6,81.6,0.0,0.0,0.0
2016,30680030260001,Hillsboro High School            ,Hillsboro CUSD 3                 ,Hillsboro        ,Montgomery ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,95.3,1.7,1.9,0.6,0.2,0.2,0.0,470,175,93.4,9.9,3.2,85.0,85.7,18.7,17.1,87.4,58.9,56.6,81.5,0.0,1.0,15.0
2016,30680120260001,Litchfield Senior High School    ,Litchfield CUSD 12               ,Litchfield       ,Montgomery ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.7,1.2,1.9,1.6,0.2,0.0,1.4,428,175,94.0,6.7,2.8,82.4,85.0,14.9,17.0,87.3,73.7,68.4,87.3,0.0,9.0,2.0
2016,30680220260001,Nokomis Jr/Sr High Sch           ,Nokomis CUSD 22                  ,Nokomis          ,Montgomery ,UNIT       ,MEDIUM,HIGH SCHOOL,6 7 8 9 10 11 12               ,96.1,0.3,0.3,0.0,0.0,0.6,2.6,309,176,94.7,0.3,1.2,87.5,90.5,14.4,8.6,93.0,67.9,67.9,88.6,0.0,0.0,0.0
2016,40041000260001,Belvidere High School            ,Belvidere CUSD 100               ,Belvidere        ,Boone      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,51.9,3.0,41.7,0.7,0.3,0.4,1.9,1360,173,92.0,10.1,2.3,85.8,87.9,19.0,21.2,78.6,53.1,49.4,84.5,14.0,52.0,56.0
2016,40041000260002,Belvidere North High Sch         ,Belvidere CUSD 100               ,Belvidere        ,Boone      ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,64.8,3.1,27.0,1.2,0.3,0.9,2.5,1494,173,92.9,5.3,2.2,83.3,86.9,18.5,21.2,85.7,65.3,61.8,83.1,0.0,66.0,78.0
2016,40042000260003,North Boone High School          ,North Boone CUSD 200             ,Poplar Grove     ,Boone      ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,68.8,1.3,25.0,0.8,0.0,0.8,3.4,528,176,95.7,0.4,1.3,82.4,84.6,17.7,18.8,83.0,66.4,61.7,92.7,29.0,16.0,32.0
2016,41011220220002,Harlem High School               ,Harlem UD 122                    ,Machesney Park   ,Winnebago  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,76.0,5.1,11.6,1.6,0.0,0.4,5.3,2187,170,91.8,11.7,2.9,74.1,81.0,20.8,19.2,90.4,60.2,57.3,85.8,50.0,110.0,110.0
2016,41012050250001,Auburn High School               ,Rockford SD 205                  ,Rockford         ,Winnebago  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,29.3,45.3,16.4,4.1,0.1,0.3,4.7,1975,172,94.9,5.7,7.3,62.8,69.1,17.8,20.4,83.9,53.1,46.9,58.9,119.0,154.0,142.0
2016,41012050250002,Rockford East High School        ,Rockford SD 205                  ,Rockford         ,Winnebago  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,34.3,23.9,27.6,8.5,0.0,0.0,5.6,2106,172,95.3,3.3,9.0,60.8,69.7,18.9,20.4,86.1,54.7,47.5,61.5,29.0,94.0,65.0
2016,41012050250003,Guilford High School             ,Rockford SD 205                  ,Rockford         ,Winnebago  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,36.3,27.7,28.4,3.3,0.1,0.2,4.0,1755,172,95.1,4.0,5.5,72.4,76.9,20.1,20.4,86.4,59.3,53.2,69.4,73.0,142.0,143.0
2016,41012050250004,Jefferson High School            ,Rockford SD 205                  ,Rockford         ,Winnebago  ,UNIT       ,LARGE ,HIGH SCHOOL,9 10 11 12                     ,30.6,24.2,38.2,2.2,0.1,0.3,4.5,1793,172,94.6,4.5,7.5,63.3,64.8,19.2,20.4,89.4,51.8,45.2,64.9,21.0,126.0,100.0
2016,41012070160001,Hononegah High School            ,Hononegah CHD 207                ,Rockton          ,Winnebago  ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,86.5,1.7,6.1,2.1,0.3,0.3,3.0,2131,172,96.2,4.4,0.7,91.2,94.4,22.4,21.7,93.5,81.2,78.9,94.1,146.0,229.0,202.0
2016,41013200260001,South Beloit Sr High School      ,County of Winnebago SD 320       ,South Beloit     ,Winnebago  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,60.4,4.0,35.0,0.3,0.0,0.3,0.0,303,173,93.2,10.5,3.0,87.3,81.3,17.6,19.5,85.7,61.0,57.6,70.3,0.0,13.0,19.0
2016,41013210260001,Pecatonica High School           ,Pecatonica CUSD 321              ,Pecatonica       ,Winnebago  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,93.4,0.4,4.0,0.4,0.0,0.4,1.5,272,174,95.9,0.4,1.1,85.7,82.7,10.1,14.1,85.5,70.8,63.9,81.5,0.0,11.0,13.0
2016,41013220260001,Durand High School               ,Durand CUSD 322                  ,Durand           ,Winnebago  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,94.2,0.0,2.9,0.0,0.0,0.0,2.9,171,174,94.6,3.8,1.2,88.1,89.2,13.9,11.2,92.6,78.6,71.4,100.0,0.0,2.0,3.0
2016,41013230260001,Winnebago High School            ,Winnebago CUSD 323               ,Winnebago        ,Winnebago  ,UNIT       ,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,85.8,5.1,5.5,0.4,0.0,0.4,2.7,451,172,95.6,3.2,0.4,90.7,93.5,17.9,16.5,88.3,74.6,73.9,92.7,0.0,1.0,28.0
2016,50162020170001,Evanston Twp High School         ,Evanston Twp HSD 202             ,Evanston         ,Cook       ,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 10 11 12                     ,43.3,30.4,17.5,5.0,0.1,0.4,3.4,3322,176,95.3,11.7,0.8,89.4,92.2,18.7,15.2,92.5,78.4,73.2,90.7,49.0,434.0,525.0
2016,50162030170001,New Trier Township H S Winnetka  ,New Trier Twp HSD 203            ,Winnetka         ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,10 11 12                       ,85.1,0.6,3.8,7.1,0.0,0.1,3.2,3025,177,94.7,0.2,0.1,99.0,98.7,21.8,12.9,89.7,86.3,83.6,,4.0,226.0,600.0
2016,50162070170001,Maine East High School           ,Maine Township HSD 207           ,Park Ridge       ,Cook       ,HIGH SCHOOL,LARGE ,HIGH SCHOOL,9 10 11 12                     ,45.2,4.6,21.2,26.8,0.2,0.3,1.8,1930,179,94.0,5.3,0.8,93.1,88.0,22.2,17.6,95.1,83.4,81.1,94.1,70.0,176.0,223.0
